,Name,DrinkType,Category,Glass,IBA,Recipe,Ingredients,Measure
500,Thai Iced Coffee,,,,,"Prepare A Pot Of Coffee At A Good European Strength. In The Ground Coffee, Add 2 Or 3 Freshly Ground Cardamom Pods. Sweeten While Hot, Then Cool Quickly. Serve In Highball Glass Over Ice, With Cream. To Get The Layered Effect, Place A Spoon Atop The Coffee And Pour The Milk Carefully Into The Spoon So That It Floats On The Top Of The Coffee.",,Black
501,Thai Iced Tea,,,,,"Combine Thai Tea (i.e., The Powder), Boiling Water, And Sweetened Condensed Milk, Stir Until Blended. Pour Into 2 Tall Glasses Filled With Ice Cubes. Garnish With Mint Leaves. Makes 2 Servings.",,1/4 Cup Thai
502,The Evil Blue Thing,,,,,"Pour Ingredients Into Glass, And Drop In A Blue Whale! The Blue Whale Isn't Really Necessary, But It Makes The Drink More ""fun"".",,
503,Thriller,,,,,,,
504,Tia-maria,,,,,"Boil Water, Sugar And Coffe For 10 Mins And Let Cool. Add Rum And Vanilla. Put In Clean Bottle(s) And Leave For 1 Week Before Using.",,
505,Tom Collins,,,,,"In A Shaker Half-filled With Ice Cubes, Combine The Gin, Lemon Juice, And Sugar. Shake Well. Strain Into A Collins Glass Alomst Filled With Ice Cubes. Add The Club Soda. Stir And Garnish With The Cherry And The Orange Slice.",,
506,Tomato Tang,,,,,,Tomato Juice,
507,Tommy's Margarita,,,,,Shake And Strain Into A Chilled Cocktail Glass.,,
508,Turf Cocktail,,,,,Stir All Ingredients (except Orange Peel) With Ice And Strain Into A Cocktail Glass. Add The Twist Of Orange Peel And Serve.,,
509,Turkeyball,,,,,Shake With Ice And Strain Into A Shot Glass.,Wild Turkey,
510,Tuxedo Cocktail,,,,,Stir All Ingredients With Ice And Strain Into A Cocktail Glass. Garnish With A Cherry And A Twist Of Lemon Zest.,,
511,Valencia Cocktail,,,,,,,
512,Vampiro,,,,,"Vampiros May Be Made In A Tall Glass Or An Old Fashioned Glass. Bartenders May First ""rim"" The Glass With Kosher Salt, Which Is Done By Placing A Layer Of Kosher Salt On A Chopping Board, Moistening The Glass' Rim With Lime Juice Or Water, And Then Placing The Upside Down Glass Rim Onto The Kosher Salt, So That The Salt Sticks To The Moistened Rim. The Second Step Is To Fill Half The Glass With Ice And Add One Or Two Shooter Glasses Full Of High Quality Tequila. The Next Stage Is To Add The Flavouring Elements. This Is Done By Squeezing A Fresh Lime Into The Glass, Adding A Few Grains Of Salt, Adding Citrus-flavoured Soda Pop, Until The Glass Is 4/5 Full, And Then Adding Spicy Viuda De Sanchez (or Orange Juice, Lime Juice And Pico De Gallo). The Final Step Is To Stir The Ingredients So That The Flavours Are Properly Blended.",,
513,Van Vleet,,,,,"Shake All Ingredients With Ice, Strain Into An Old-fashioned Glass Over Ice Cubes, And Serve.",,
514,Vermouth Cassis,,,,,"Stir Vermouth And Creme De Cassis In A Highball Glass With Ice Cubes. Fill With Carbonated Water, Stir Again, And Serve.",,
515,Vesper,,,,,"Shake Over Ice Until Well Chilled, Then Strain Into A Deep Goblet And Garnish With A Thin Slice Of Lemon Peel.",,
516,Vesuvio,,,,,,,
517,Veteran,,,,,Pour The Rum And Cherry Brandy Into An Old-fashioned Glass Almost Filled With Ice Cubes. Stir Well.,,
518,Victor,,,,,,,
519,Victory Collins,,,,,Shake All Ingredients (except Orange Slice) With Ice And Strain Into A Collins Glass Over Ice Cubes. Add The Slice Of Orange And Serve.,,
520,Vodka And Tonic,,,,,"Pour Vodka Into A Highball Glass Over Ice Cubes. Fill With Tonic Water, Stir, And Serve.",,
521,Vodka Fizz,,,,,"Blend All Ingredients, Save Nutmeg. Pour Into Large White Wine Glass And Sprinkle Nutmeg On Top.",,
522,Vodka Martini,,,,,"Shake The Vodka And Vermouth Together With A Number Of Ice Cubes, Strain Into A Cocktail Glass, Add The Olive And Serve.",,
523,Vodka Russian,,,,,Mix It As A Ordinary Drink .,,
524,Waikiki Beachcomber,,,,,,,
525,Whiskey Sour,,,,,"Shake With Ice. Strain Into Chilled Glass, Garnish And Serve. If Served 'on The Rocks', Strain Ingredients Into Old-fashioned Glass Filled With Ice.",,
526,Whisky Mac,,,,,Pour Both Of The Ingredients Into A Wine Goblet With No Ice.,,
527,White Lady,,,,,Add All Ingredients Into Cocktail Shaker Filled With Ice. Shake Well And Strain Into Large Cocktail Glass.,,4cl
528,White Russian,,,,,Pour Vodka And Coffee Liqueur Over Ice Cubes In An Old-fashioned Glass. Fill With Light Cream And Serve.,,
529,Whitecap Margarita,,,,,Place All Ingredients In A Blender And Blend Until Smooth. This Makes One Drink.,,
530,Wine Cooler,,,,,Mix Wine And Soft Drink. Pour Into Glass. Add Ice.,,2 Oz White Or
531,Wine Punch,,,,,Combine All Of The Ingredients And Pour Over A Block Of Ice.,,
532,Yellow Bird,,,,,Shake And Strain Into A Chilled Cocktail Glass,White Rum,3 Cl
533,Yoghurt Cooler,,,,,"Place All Ingredients In The Blender Jar - Cover And Whiz On Medium Speed Until Well Blended. Pour In One Tall, 2 Medium Or 3 Small Glasses And Drink Up. Note: Use Lots Of Ice In This One - Great On Hot Days! To Add Ice: Remove The Center Of The Cover While The Blender Is On - Drop 3 Or 4 Ice Cubs And Blend Until They're Completely Crushed.",,
534,Zambeer,,,,,Mix Sambuca With Rootbeer And Stir. Add Ice,,
535,Zenmeister,,,,,Mix Together And Enjoy,,
536,Ziemes Martini Apfelsaft,,,,,Serve Without Ice. At Least The Juice Shold Have Room Temperature.,Vermouth,
537,Zima Blaster,,,,,"Fill Glass With Ice. Pour In Chambord, Then Fill With Zima. Mix And Enjoy.",Zima,
538,Zimadori Zinger,,,,,Pour Zima In A Collins Glass Over Ice And Then Pour The Shot Of Midori. Don't Stir. Garnish With A Cherry.,,
539,Zinger,,,,,Get A Shot Glass And Pour In Three Shots Of The Schnapps. Do The Same With The Surge Cola. Then Down It Like Scheetz Would.,Peachtree Schnapps,4 Shots
540,Zipperhead,,,,,"Fill Glass With Rocks, Add Straw Before Putting In Liquor. Then Add The Ingredients In Order, Trying To Keep Layered As Much As Possible (i.e. Chambord On Bottom, Then Vodka, Then Soda On Top).",Chambord Raspberry Liqueur,
541,Zippy's Revenge,,,,,Mix Kool-aid To Taste Then Add Rum And Ammaretto. Shake Well To Disolve The Sugar In The Kool-aid... Serve Cold,,
542,Zizi Coin-coin,,,,,"Pour 5cl Of Cointreau On Ice, Add 2cl Of Fresh Lemon (or Lime) Juice, Stir Gently, And Finally Add Slices Of Lemon/lime In Glass.",,
543,Zoksel,,,,,"No Specific Mixinginstructions, Just Poor Every Ingredient In One Glass. The Lemon Goes With It.",,
544,Zorbatini,,,,,Prepare Like A Martini. Garnish With A Green Olive.,,1 1/4 Oz Stoli
545,Zorro,,,,,Add All And Pour Black Coffee And Add Whipped Cream On Top.,,
546,,,,,,,Unfilled,Unfilled
620,,,,,,,Food Coloring,2 Drops Blue
634,,,,,,,,1/4 Cup
1166,,,,,,,Glycerine,1/2 Tsp
1180,,,,,,,,1 Drop Yellow
1323,,,,,,,Nutmeg,Ground
1638,,,,,,,,
1639,,,,,,,,
1640,,,,,,,,
1641,,,,,,,,
1642,,,,,,,,
1643,,,,,,,,
1644,,,,,,,,
1645,,,,,,,,
1646,,,,,,,,
1647,,,,,,,,
1648,,,,,,,,
1649,,,,,,,,
1650,,,,,,,,
1651,,,,,,,,
1652,,,,,,,,
1653,,,,,,,,
1654,,,,,,,,
1655,,,,,,,,
1656,,,,,,,,
1657,,,,,,,,
1658,,,,,,,,
1659,,,,,,,,
1660,,,,,,,,
1661,,,,,,,,
1662,,,,,,,,
1663,,,,,,,,
1664,,,,,,,,
1665,,,,,,,,
1666,,,,,,,,
1667,,,,,,,,
1668,,,,,,,,
1669,,,,,,,,
1670,,,,,,,,
1671,,,,,,,,
1672,,,,,,,,
1673,,,,,,,,
1674,,,,,,,,
1675,,,,,,,,
1676,,,,,,,,
1677,,,,,,,,
1678,,,,,,,,
1679,,,,,,,,
1680,,,,,,,,
1681,,,,,,,,
1682,,,,,,,,
1683,,,,,,,,
1684,,,,,,,,
1685,,,,,,,,
1686,,,,,,,,
1687,,,,,,,,
1688,,,,,,,,
1689,,,,,,,,
1690,,,,,,,,
1691,,,,,,,,
1692,,,,,,,,
1693,,,,,,,,
1694,,,,,,,,
1695,,,,,,,,
1696,,,,,,,,
1697,,,,,,,,
1698,,,,,,,,
1699,,,,,,,,
1700,,,,,,,,
1701,,,,,,,,
1702,,,,,,,,
1703,,,,,,,,
1704,,,,,,,,
1705,,,,,,,,
1706,,,,,,,,
1707,,,,,,,,
1708,,,,,,,,
1709,,,,,,,,
1710,,,,,,,,
1711,,,,,,,,
1712,,,,,,,,
1713,,,,,,,,
1714,,,,,,,,
1715,,,,,,,,
1716,,,,,,,,
1717,,,,,,,,
1718,,,,,,,,
1719,,,,,,,,
1720,,,,,,,,
1721,,,,,,,,
1722,,,,,,,,
1723,,,,,,,,
1724,,,,,,,,
1725,,,,,,,,
1726,,,,,,,,1 Drop Green
1727,,,,,,,,
1728,,,,,,,,
1729,,,,,,,,
1730,,,,,,,,
1731,,,,,,,,
1732,,,,,,,,
1733,,,,,,,,
1734,,,,,,,,
1735,,,,,,,,
1736,,,,,,,,
1737,,,,,,,,
1738,,,,,,,,
1739,,,,,,,,
1740,,,,,,,,
1741,,,,,,,,
1742,,,,,,,,
1743,,,,,,,,
1744,,,,,,,,
1745,,,,,,,,
1746,,,,,,,,
1747,,,,,,,,
1748,,,,,,,,
1749,,,,,,,,
1750,,,,,,,,
1751,,,,,,,,
1752,,,,,,,,
1753,,,,,,,,
1754,,,,,,,,
1755,,,,,,,,
1756,,,,,,,,
1757,,,,,,,,
1758,,,,,,,,
1759,,,,,,,,
1760,,,,,,,,
1761,,,,,,,,
1762,,,,,,,,
1763,,,,,,,,
1764,,,,,,,,
1765,,,,,,,,
1766,,,,,,,,
1767,,,,,,,,
1768,,,,,,,,
1769,,,,,,,,
1770,,,,,,,,
1771,,,,,,,,
1772,,,,,,,,
1773,,,,,,,,
1774,,,,,,,,
1775,,,,,,,,
1776,,,,,,,,
1777,,,,,,,,
1778,,,,,,,,
1779,,,,,,,,
1780,,,,,,,,
1781,,,,,,,,
1782,,,,,,,,
1783,,,,,,,,
1784,,,,,,,,
1785,,,,,,,,
1786,,,,,,,,
1787,,,,,,,,
1788,,,,,,,,
1789,,,,,,,,
1790,,,,,,,,
1791,,,,,,,,
1792,,,,,,,,
1793,,,,,,,,
1794,,,,,,,,
1795,,,,,,,,
1796,,,,,,,,
1797,,,,,,,,
1798,,,,,,,,
1799,,,,,,,,
1800,,,,,,,,
1801,,,,,,,,
1802,,,,,,,,
1803,,,,,,,,
1804,,,,,,,,
1805,,,,,,,,
1806,,,,,,,,
1807,,,,,,,,
1808,,,,,,,,
1809,,,,,,,,
1810,,,,,,,,
1811,,,,,,,,
1812,,,,,,,,
1813,,,,,,,,
1814,,,,,,,,
1815,,,,,,,,
1816,,,,,,,,
1817,,,,,,,,
1818,,,,,,,,
1819,,,,,,,,
1820,,,,,,,,
1821,,,,,,,,
1822,,,,,,,,
1823,,,,,,,,
1824,,,,,,,,
1825,,,,,,,,
1826,,,,,,,,
1827,,,,,,,,
1828,,,,,,,,
1829,,,,,,,,
1830,,,,,,,,
1831,,,,,,,,
1832,,,,,,,,
1833,,,,,,,,
1834,,,,,,,,
1835,,,,,,,,
1836,,,,,,,,
1837,,,,,,,,
1838,,,,,,,,
1839,,,,,,,,
1840,,,,,,,,
1841,,,,,,,,
1842,,,,,,,,
1843,,,,,,,,
1844,,,,,,,,
1845,,,,,,,,
1846,,,,,,,,
1847,,,,,,,,
1848,,,,,,,,
1849,,,,,,,,
1850,,,,,,,,
1851,,,,,,,,
1852,,,,,,,,
1853,,,,,,,,
1854,,,,,,,,
1855,,,,,,,,
1856,,,,,,,,
1857,,,,,,,,
1858,,,,,,,,
1859,,,,,,,,
1860,,,,,,,,
1861,,,,,,,,
1862,,,,,,,,
1863,,,,,,,,
1864,,,,,,,,
1865,,,,,,,,
1866,,,,,,,,
1867,,,,,,,,
1868,,,,,,,,
1869,,,,,,,,
1870,,,,,,,,
1871,,,,,,,,
1872,,,,,,,,
1873,,,,,,,,
1874,,,,,,,,
1875,,,,,,,,
1876,,,,,,,,
1877,,,,,,,,
1878,,,,,,,,
1879,,,,,,,,
1880,,,,,,,,
1881,,,,,,,,
1882,,,,,,,,
1883,,,,,,,,
1884,,,,,,,,
1885,,,,,,,,
1886,,,,,,,,
1887,,,,,,,,
1888,,,,,,,,
1889,,,,,,,,
1890,,,,,,,,
1891,,,,,,,,
1892,,,,,,,,
1893,,,,,,,,
1894,,,,,,,,
1895,,,,,,,,
1896,,,,,,,,
1897,,,,,,,,
1898,,,,,,,,
1899,,,,,,,,
1900,,,,,,,,
1901,,,,,,,,
1902,,,,,,,,
1903,,,,,,,,
1904,,,,,,,,
1905,,,,,,,,
1906,,,,,,,,
1907,,,,,,,,
1908,,,,,,,,
1909,,,,,,,,
1910,,,,,,,,
1911,,,,,,,,
1912,,,,,,,,
1913,,,,,,,,
1914,,,,,,,,
1915,,,,,,,,
1916,,,,,,,,
1917,,,,,,,,
1918,,,,,,,,
1919,,,,,,,,
1920,,,,,,,,
1921,,,,,,,,
1922,,,,,,,,
1923,,,,,,,,
1924,,,,,,,,
1925,,,,,,,,
1926,,,,,,,,
1927,,,,,,,,
1928,,,,,,,,
1929,,,,,,,,
1930,,,,,,,,
1931,,,,,,,,
1932,,,,,,,,
1933,,,,,,,,
1934,,,,,,,,
1935,,,,,,,,
1936,,,,,,,,
1937,,,,,,,,
1938,,,,,,,,
1939,,,,,,,,
1940,,,,,,,,
1941,,,,,,,,
1942,,,,,,,,
1943,,,,,,,,
1944,,,,,,,,
1945,,,,,,,,
1946,,,,,,,,
1947,,,,,,,,
1948,,,,,,,,
1949,,,,,,,,
1950,,,,,,,,
1951,,,,,,,,
1952,,,,,,,,
1953,,,,,,,,
1954,,,,,,,,
1955,,,,,,,,
1956,,,,,,,,
1957,,,,,,,,
1958,,,,,,,,
1959,,,,,,,,
1960,,,,,,,,
1961,,,,,,,,
1962,,,,,,,,
1963,,,,,,,,
1964,,,,,,,,
1965,,,,,,,,
1966,,,,,,,,
1967,,,,,,,,
1968,,,,,,,,
1969,,,,,,,,
1970,,,,,,,,
1971,,,,,,,,
1972,,,,,,,,
1973,,,,,,,,
1974,,,,,,,,
1975,,,,,,,,
1976,,,,,,,,
1977,,,,,,,,
1978,,,,,,,,
1979,,,,,,,,
1980,,,,,,,,
1981,,,,,,,,
1982,,,,,,,,
1983,,,,,,,,
1984,,,,,,,,
1985,,,,,,,,
1986,,,,,,,,
1987,,,,,,,,
1988,,,,,,,,
1989,,,,,,,,
1990,,,,,,,,
1991,,,,,,,,
1992,,,,,,,,
1993,,,,,,,,
1994,,,,,,,,
1995,,,,,,,,
1996,,,,,,,,
1997,,,,,,,,
1998,,,,,,,,
1999,,,,,,,,
2000,,,,,,,,
2001,,,,,,,,
2002,,,,,,,,
2003,,,,,,,,
2004,,,,,,,,
2005,,,,,,,,
2006,,,,,,,,
2007,,,,,,,,
2008,,,,,,,,
2009,,,,,,,,
2010,,,,,,,,
2011,,,,,,,,
2012,,,,,,,,
2013,,,,,,,,
2014,,,,,,,,
2015,,,,,,,,
2016,,,,,,,,
2017,,,,,,,,
2018,,,,,,,,
2019,,,,,,,,
2020,,,,,,,,
2021,,,,,,,,
2022,,,,,,,,
2023,,,,,,,,
2024,,,,,,,,
2025,,,,,,,,
2026,,,,,,,,
2027,,,,,,,,
2028,,,,,,,,
2029,,,,,,,,
2030,,,,,,,,
2031,,,,,,,,
2032,,,,,,,,
2033,,,,,,,,
2034,,,,,,,,
2035,,,,,,,,
2036,,,,,,,,
2037,,,,,,,,
2038,,,,,,,,
2039,,,,,,,,
2040,,,,,,,,
2041,,,,,,,,
2042,,,,,,,,
2043,,,,,,,,
2044,,,,,,,,
2045,,,,,,,,
2046,,,,,,,,
2047,,,,,,,,
2048,,,,,,,,
2049,,,,,,,,
2050,,,,,,,,
2051,,,,,,,,
2052,,,,,,,,
2053,,,,,,,,
2054,,,,,,,,
2055,,,,,,,,
2056,,,,,,,,
2057,,,,,,,,
2058,,,,,,,,
2059,,,,,,,,
2060,,,,,,,,
2061,,,,,,,,
2062,,,,,,,,
2063,,,,,,,,
2064,,,,,,,,
2065,,,,,,,,
2066,,,,,,,,
2067,,,,,,,,
2068,,,,,,,,
2069,,,,,,,,
2070,,,,,,,,
2071,,,,,,,,
2072,,,,,,,,
2073,,,,,,,,
2074,,,,,,,,
2075,,,,,,,,
2076,,,,,,,,
2077,,,,,,,,
2078,,,,,,,,
2079,,,,,,,,
2080,,,,,,,,
2081,,,,,,,,
2082,,,,,,,,
2083,,,,,,,,
2084,,,,,,,,
2085,,,,,,,,
2086,,,,,,,,
2087,,,,,,,,
2088,,,,,,,,
2089,,,,,,,,
2090,,,,,,,,
2091,,,,,,,,
2092,,,,,,,,
2093,,,,,,,,
2094,,,,,,,,
2095,,,,,,,,
2096,,,,,,,,
2097,,,,,,,,
2098,,,,,,,,
2099,,,,,,,,
2100,,,,,,,,
2101,,,,,,,,
2102,,,,,,,,
2103,,,,,,,,
2104,,,,,,,,
2105,,,,,,,,
2106,,,,,,,,
2107,,,,,,,,
2108,,,,,,,,
2109,,,,,,,,
2110,,,,,,,,
2111,,,,,,,,
2112,,,,,,,,
2113,,,,,,,,
2114,,,,,,,,
2115,,,,,,,,
2116,,,,,,,,
2117,,,,,,,,
2118,,,,,,,,
2119,,,,,,,,
2120,,,,,,,,
2121,,,,,,,,
2122,,,,,,,,
2123,,,,,,,,
2124,,,,,,,,
2125,,,,,,,,
2126,,,,,,,,
2127,,,,,,,,
2128,,,,,,,,
2129,,,,,,,,
2130,,,,,,,,
2131,,,,,,,,
2132,,,,,,,,
2133,,,,,,,,
2134,,,,,,,,
2135,,,,,,,,
2136,,,,,,,,
2137,,,,,,,,
2138,,,,,,,,
2139,,,,,,,,
2140,,,,,,,,
2141,,,,,,,,
2142,,,,,,,,
2143,,,,,,,,
2144,,,,,,,,
2145,,,,,,,,
2146,,,,,,,,
2147,,,,,,,,
2148,,,,,,,,
2149,,,,,,,,
2150,,,,,,,,
2151,,,,,,,,
2152,,,,,,,,
2153,,,,,,,,
2154,,,,,,,,
2155,,,,,,,,
2156,,,,,,,,
2157,,,,,,,,
2158,,,,,,,,
2159,,,,,,,,
2160,,,,,,,,
2161,,,,,,,,
2162,,,,,,,,
2163,,,,,,,,
2164,,,,,,,,
2165,,,,,,,,
2166,,,,,,,,
2167,,,,,,,,
2168,,,,,,,,
2169,,,,,,,,
2170,,,,,,,,
2171,,,,,,,,
2172,,,,,,,,
2173,,,,,,,,
2174,,,,,,,,
2175,,,,,,,,
2176,,,,,,,,
2177,,,,,,,,
2178,,,,,,,,
2179,,,,,,,,
2180,,,,,,,,
2181,,,,,,,,
2182,,,,,,,,
2183,,,,,,,,
2184,,,,,,,-1.0,
3823,,,,,,,,1/4 Oz
3832,,,,,,,,1 Splash
3833,,,,,,,Blueberry Schnapps,
3836,,,,,,,Orange Curacao,
3838,,,,,,,Ginger Beer,
3839,,,,,,,Peach Schnapps,
3842,,,,,,,Soda Water,
3844,,,,,,,Kirschwasser,
3851,,,,,,,,1 Dash
3854,,,,,,,,50 Gr
3855,,,,,,,Pisang Ambon,
3858,,,,,,,Sweet And Sour,
3868,,,,,,,,1/2 Can
3873,,,,,,,,1 1/2 Oz Dry
3879,,,,,,,Creme De Banane,
3880,,,,,,,,4 Parts
3892,,,,,,,Dark Creme De Cacao,
3895,,,,,,,Light Cream,
3905,,,,,,,,3 Shots
3908,,,,,,,,1 Oz Red
3910,,,,,,,Almond,1 Tblsp Chopped
3912,,,,,,,Apple,
3913,,,,,,,Brown Sugar,
3915,,,,,,,Carrot,1 Large
3917,,,,,,,Apple Schnapps,
3921,,,,,,,,4 Fifth
3922,,,,,,,Wine,1 Oz Green Ginger
3923,,,,,,,Grape Soda,
3924,,,,,,,Mountain Dew,
3927,,,,,,,Iced Tea,12 Oz Lemon
3932,,,,,,,Rye Whiskey,1 Quart
3939,,,,,,,,1.5 Cl
3948,,,,,,,Banana,
3951,,,,,,,,1 Frozen
3954,,,,,,,Coconut Liqueur,
3958,,,,,,,,1 Bottle Boone Strawberry Hill
3965,,,,,,,Root Beer,
3967,,,,,,,,1 Slice
3973,,,,,,,Tia Maria,
3979,,,,,,,Passion Fruit Juice,
3985,,,,,,,,1 Fifth Smirnoff Red Label
3986,,,,,,,Erin Cream,
3990,,,,,,,Club Soda,
3991,,,,,,,,1 Whole
3993,,,,,,,Tabasco Sauce,
3999,,,,,,,Butterscotch Schnapps,
4008,,,,,,,Maraschino Liqueur,1/4 Tsp
4011,,,,,,,,1 Piece
4015,,,,,,,,3 Oz Mexican
4017,,,,,,,,3/4 L
4025,,,,,,,Vanilla Extract,4 Tblsp
4026,,,,,,,,2 Cups White
4027,,,,,,,,7 Drops
4032,,,,,,,Ginger Ale,
4034,,,,,,,,Squeeze
4037,,,,,,,,0.25 Oz
4042,,,,,,,Peach Bitters,
4044,,,,,,,,1 Tbsp
4048,,,,,,,,6-8 Oz
4052,,,,,,,,6 Oz Whole
4054,,,,,,,,3 Tblsp
4059,,,,,,,Absolut Peppar,
4062,,,,,,,Sarsaparilla,3/4 Glass
4068,,,,,,,,2 Tsp Superfine
4071,,,,,,,Raspberry Liqueur,
4072,,,,,,,Benedictine,
4075,,,,,,,Pineapple,4 Chunks
4077,,,,,,,Fruit Juice,
4084,,,,,,,Tonic Water,
4095,,,,,,,,15 Ml
4096,,,,,,,,125 Ml
4104,,,,,,,,3/4 Oz White
4108,,,,,,,,8 Cl
4113,,,,,,,,8 Parts
4114,,,,,,,,Very Sweet
4116,,,,,,,Carbonated Soft Drink,", Orange"
4117,,,,,,,Corn Syrup,
4119,,,,,,,Butter,
4120,,,,,,,,3/4 Shot
4123,,,,,,,,Strong Cold
4128,,,,,,,Half-and-half,1 1/4 Cup
4131,,,,,,,Peach Brandy,
4133,,,,,,,Tennessee Whiskey,
4136,,,,,,,,1 Shot Jamaican
4137,,,,,,,,1/6 Glass Strong Black
4139,,,,,,,Jello,3 Packages
4140,,,,,,,Anis,
4141,,,,,,,Green Chartreuse,
4146,,,,,,,Grain Alcohol,
4153,,,,,,,Apfelkorn,
4154,,,,,,,Bitter Lemon,
4155,,,,,,,Papaya,
4156,,,,,,,,1/2 Tsp Tropical
4159,,,,,,,,Turkish Apple
4161,,,,,,,,1 1/4 Cup Cold
4163,,,,,,,,2 Cups Cold
4165,,,,,,,,4-6
4168,,,,,,,,1 Gal
4171,,,,,,,Drambuie,
4180,,,,,,,Orgeat Syrup,
4181,,,,,,,Tropicana,
4183,,,,,,,,2 1/2 Oz Blended
4188,,,,,,,,3-4 Tsp
4189,,,,,,,Honey,Unsweetened
4190,,,,,,,Pina Colada Mix,Frozen
4213,,,,,,,Angostura Bitters,
4216,,,,,,,,0.5 Oz
4217,,,,,,,,4 Oz Chopped Bittersweet Or Semi-sweet
4219,,,,,,,,15 Cl
4224,,,,,,,Coconut Milk,
4228,,,,,,,Pink Lemonade,
4229,,,,,,,,1750 Ml
4231,,,,,,,,1/2 Part
4232,,,,,,,Cherry Liqueur,
4237,,,,,,,,9 Parts
4240,,,,,,,,1/3 Oz Cream
4241,,,,,,,Lime Vodka,
4246,,,,,,,,Add 250 Ml
4250,,,,,,,Lemon-lime Soda,
4262,,,,,,,,Large Bottle
4266,,,,,,,Powdered Sugar,
4273,,,,,,,,1/2 Tsp Superfine
4275,,,,,,,,4 Dashes
4277,,,,,,,,1 1/2 Cup Mild
4282,,,,,,,Anisette,
4283,,,,,,,,3 Cans
4292,,,,,,,,1/2 Pint Sweet Or Dry
4294,,,,,,,,8-10 Oz Cold
4297,,,,,,,,2 Oz Sweet
4298,,,,,,,,20 Oz
4299,,,,,,,Cinnamon,
4306,,,,,,,,4 Tsp
4307,,,,,,,,28 Oz
4309,,,,,,,Aquavit,
4318,,,,,,,,About 8 Drops
4321,,,,,,,Coriander,
4323,,,,,,,,1/2 Cup Boiling
4326,,,,,,,,3/4-1 Cup
4328,,,,,,,,1-2 Tblsp
4335,,,,,,,Maple Syrup,
4345,,,,,,,Schweppes Russchian,
4349,,,,,,,,3cl
4355,,,,,,,Fruit,
4356,,,,,,,,Add 10 Oz
4358,,,,,,,,16 Cl
4361,,,,,,,Surge,
4371,,,,,,,,1/2 Oz Bacardi
4373,,,,,,,Rumple Minze,
4378,,,,,,,,Fill With
4382,,,,,,,Strawberry Liqueur,
4384,,,,,,,,1 Twist Of
4393,,,,,,,,1/4 Shot
4397,,,,,,,,Juice Of 1/4
4400,,,,,,,Anise,50 Ml Pure
4407,,,,,,,,Top Up With
4429,,,,,,,Yellow Chartreuse,
4436,,,,,,,Kummel,
4437,,,,,,,Egg White,
4440,,,,,,,Guava Juice,
4442,,,,,,,Apricot,
4450,,,,,,,,1/4 Cl
4453,,,,,,,Whipped Cream,
4454,,,,,,,,Twist Of
4456,,,,,,,Allspice,1 Cracked
4459,,,,,,,,6 Oz Frozen
4474,,,,,,,Gold Tequila,
4475,,,,,,,Lime Juice Cordial,45 Ml
4479,,,,,,,Passion Fruit Syrup,
4483,,,,,,,Cream,
4484,,,,,,,,6 Parts
4486,,,,,,,,7 Oz
4497,,,,,,,,1 Cup Plain
4498,,,,,,,,2 Cups Fresh
4504,,,,,,,,1/2 Gal
4506,,,,,,,,2 Wedges
4513,,,,,,,,1/2 Glass
4522,,,,,,,,1 1/4 Tsp
4531,,,,,,,,2 L
4532,,,,,,,,5 Ml
4553,,,,,,,,1 1/3 Cup Superfine
4556,,,,,,,Cornstarch,7 Tsp
4561,,,,,,,,1 Tsp Powdered
4569,,,,,,,,1/2 Oz Muscatel
4572,,,,,,,,1/2 Cup Instant
4576,,,,,,,,1/2 L
4579,,,,,,,,1 Pint
4588,,,,,,,,2 Fresh Leaves
4589,,,,,,,Blackcurrant Cordial,
4590,,,,,,,Olive Brine,2 Tbsp
4594,,,,,,,,1 Stick
4597,,,,,,,Pineapple Syrup,
4600,,,,,,,Condensed Milk,13 Oz Skimmed
4601,,,,,,,Salt,
4612,,,,,,,,1-2 Tsp
4624,,,,,,,,4 Oz Frozen
4636,,,,,,,,1 Cube
4641,,,,,,,Agave Syrup,10 Ml
4642,,,,,,,,60 Gr
4662,,,,,,,Sherbet,
4663,,,,,,,,1 1/2 Oz Instant
4667,,,,,,,,To Taste
4668,,,,,,,,1/4 Cup Hot
4670,,,,,,,Aperol,
4674,,,,,,,,1 Can Sweetened
4683,,,,,,,,1/2 Glass Cold
4690,,,,,,,Mint Syrup,
4695,,,,,,,,1 Cup Hot
4699,,,,,,,,7 Cl
4705,,,,,,,,(if Needed)
4707,,,,,,,Cumin Seed,1/2 Tsp Ground Roasted
4712,,,,,,,,Juice Of 1 Wedge
4713,,,,,,,,Wedge
4714,,,,,,,,1 Lb
4715,,,,,,,,(seltzer Water)
4729,,,,,,,,Dash
4732,,,,,,,Olive,
4734,,,,,,,,1 Chunk Dried
4736,,,,,,,Daiquiri Mix,
